index,date,season,year,month,hour,is_holiday,weekday,is_working_day,weather_situation,temperature,apparent_temperature,humidity,windspeed,casual_rentals,registered_rentals,total_rentals,time_of_day,windspeed_category,humidity_category,rolling_mean
8886,2012-01-11,Spring,2012,Jan,2,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.2,0.2121,0.85,0.1642,0,5,5,Malam,Low,Low,90.125
8885,2012-01-11,Spring,2012,Jan,1,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.24,0.2576,0.87,0.0896,1,6,7,Malam,Low,Low,90.20833333333333
8884,2012-01-11,Spring,2012,Jan,0,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.26,0.303,0.81,0.0,2,26,28,Malam,,Low,90.79166666666667
8895,2012-01-11,Spring,2012,Jan,11,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.26,0.2879,0.87,0.0896,9,90,99,Pagi,Low,Low,90.70833333333333
8928,2012-01-12,Spring,2012,Jan,20,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.42,0.4242,0.71,0.194,11,229,240,Sore,Low,Low,97.66666666666667
8922,2012-01-12,Spring,2012,Jan,14,Not holiday,Thursday,Workingday,Clear/Few clouds,0.42,0.4242,0.77,0.1642,24,132,156,Siang,Low,Low,100.875
8923,2012-01-12,Spring,2012,Jan,15,Not holiday,Thursday,Workingday,Clear/Few clouds,0.44,0.4394,0.72,0.1343,32,156,188,Siang,Low,Low,103.79166666666667
8924,2012-01-12,Spring,2012,Jan,16,Not holiday,Thursday,Workingday,Clear/Few clouds,0.46,0.4545,0.67,0.194,33,248,281,Siang,Low,Low,109.91666666666667
8925,2012-01-12,Spring,2012,Jan,17,Not holiday,Thursday,Workingday,Clear/Few clouds,0.46,0.4545,0.63,0.1642,23,472,495,Siang,Low,Low,126.45833333333333
8931,2012-01-12,Spring,2012,Jan,23,Not holiday,Thursday,Workingday,Clear/Few clouds,0.4,0.4091,0.76,0.3284,7,60,67,Sore,Low,Low,128.875
8927,2012-01-12,Spring,2012,Jan,19,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.42,0.4242,0.71,0.1642,17,313,330,Sore,Low,Low,140.25
8929,2012-01-12,Spring,2012,Jan,21,Not holiday,Thursday,Workingday,Clear/Few clouds,0.44,0.4394,0.67,0.1343,12,162,174,Sore,Low,Low,146.29166666666666
8930,2012-01-12,Spring,2012,Jan,22,Not holiday,Thursday,Workingday,Clear/Few clouds,0.38,0.3939,0.76,0.2985,12,121,133,Sore,Low,Low,149.79166666666666
8921,2012-01-12,Spring,2012,Jan,13,Not holiday,Thursday,Workingday,Clear/Few clouds,0.42,0.4242,0.77,0.1642,13,170,183,Siang,Low,Low,154.70833333333334
8926,2012-01-12,Spring,2012,Jan,18,Not holiday,Thursday,Workingday,Clear/Few clouds,0.44,0.4394,0.67,0.194,22,399,421,Sore,Low,Low,168.375
8920,2012-01-12,Spring,2012,Jan,12,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.34,0.3485,0.81,0.1045,14,130,144,Siang,Low,Low,172.08333333333334
8918,2012-01-12,Spring,2012,Jan,10,Not holiday,Thursday,Workingday,Clear/Few clouds,0.34,0.3485,0.81,0.1045,6,84,90,Pagi,Low,Low,171.79166666666666
8909,2012-01-12,Spring,2012,Jan,1,Not holiday,Thursday,Workingday,Light Rain/Snow,0.36,0.3485,0.93,0.194,0,3,3,Malam,Low,Low,162.54166666666666
8917,2012-01-12,Spring,2012,Jan,9,Not holiday,Thursday,Workingday,Clear/Few clouds,0.32,0.3333,0.81,0.1045,10,220,230,Pagi,Low,Low,151.33333333333334
8916,2012-01-12,Spring,2012,Jan,8,Not holiday,Thursday,Workingday,Clear/Few clouds,0.32,0.3182,0.81,0.194,11,497,508,Pagi,Low,Low,161.83333333333334
8915,2012-01-12,Spring,2012,Jan,7,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.34,0.3182,0.87,0.2836,2,218,220,Pagi,Low,Low,167.91666666666666
8914,2012-01-12,Spring,2012,Jan,6,Not holiday,Thursday,Workingday,Light Rain/Snow,0.36,0.3485,0.93,0.1343,1,88,89,Pagi,Low,Low,170.70833333333334
8913,2012-01-12,Spring,2012,Jan,5,Not holiday,Thursday,Workingday,Light Rain/Snow,0.34,0.3485,0.93,0.0896,0,16,16,Malam,Low,Low,171.29166666666666
8912,2012-01-12,Spring,2012,Jan,4,Not holiday,Thursday,Workingday,Light Rain/Snow,0.36,0.3485,0.93,0.194,0,2,2,Malam,Low,Low,171.20833333333334
8911,2012-01-12,Spring,2012,Jan,3,Not holiday,Thursday,Workingday,Light Rain/Snow,0.36,0.3485,0.93,0.2537,0,3,3,Malam,Low,Low,171.125
8910,2012-01-12,Spring,2012,Jan,2,Not holiday,Thursday,Workingday,Light Rain/Snow,0.36,0.3485,0.93,0.2537,1,1,2,Malam,Low,Low,170.91666666666666
8919,2012-01-12,Spring,2012,Jan,11,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.34,0.3485,0.81,0.1045,18,101,119,Pagi,Low,Low,174.70833333333334
8908,2012-01-12,Spring,2012,Jan,0,Not holiday,Thursday,Workingday,Light Rain/Snow,0.34,0.3333,0.93,0.194,0,3,3,Malam,Low,Low,170.70833333333334
8949,2012-01-13,Spring,2012,Jan,17,Not holiday,Friday,Workingday,Clear/Few clouds,0.28,0.2424,0.33,0.4179,15,317,332,Siang,Low,Low,174.54166666666666
8950,2012-01-13,Spring,2012,Jan,18,Not holiday,Friday,Workingday,Clear/Few clouds,0.26,0.2273,0.38,0.2985,7,294,301,Sore,Low,Low,180.58333333333334
8951,2012-01-13,Spring,2012,Jan,19,Not holiday,Friday,Workingday,Clear/Few clouds,0.26,0.2424,0.38,0.2836,7,199,206,Sore,Low,Low,181.33333333333334
8948,2012-01-13,Spring,2012,Jan,16,Not holiday,Friday,Workingday,Clear/Few clouds,0.28,0.2424,0.3,0.4627,18,215,233,Siang,Low,Low,179.33333333333334
8953,2012-01-13,Spring,2012,Jan,21,Not holiday,Friday,Workingday,Clear/Few clouds,0.24,0.2121,0.41,0.2836,7,95,102,Sore,Low,Low,162.95833333333334
8954,2012-01-13,Spring,2012,Jan,22,Not holiday,Friday,Workingday,Clear/Few clouds,0.2,0.1818,0.47,0.3284,7,58,65,Sore,Low,Low,162.875
8952,2012-01-13,Spring,2012,Jan,20,Not holiday,Friday,Workingday,Clear/Few clouds,0.24,0.2424,0.41,0.1642,6,130,136,Sore,Low,Low,154.79166666666666
8942,2012-01-13,Spring,2012,Jan,10,Not holiday,Friday,Workingday,Clear/Few clouds,0.24,0.197,0.44,0.4478,2,101,103,Pagi,Low,Low,151.83333333333334
8955,2012-01-13,Spring,2012,Jan,23,Not holiday,Friday,Workingday,Clear/Few clouds,0.18,0.1818,0.47,0.194,5,60,65,Sore,Low,Low,149.0
8940,2012-01-13,Spring,2012,Jan,8,Not holiday,Friday,Workingday,Clear/Few clouds,0.24,0.2121,0.52,0.3582,11,408,419,Pagi,Low,Low,158.83333333333334
8939,2012-01-13,Spring,2012,Jan,7,Not holiday,Friday,Workingday,Clear/Few clouds,0.26,0.2576,0.6,0.2239,3,174,177,Pagi,Low,Low,148.66666666666666
8938,2012-01-13,Spring,2012,Jan,6,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.26,0.2576,0.75,0.2239,2,71,73,Pagi,Low,Low,145.70833333333334
8935,2012-01-13,Spring,2012,Jan,3,Not holiday,Friday,Workingday,Clear/Few clouds,0.36,0.3333,0.87,0.2537,3,4,7,Malam,Low,Low,142.25
8934,2012-01-13,Spring,2012,Jan,2,Not holiday,Friday,Workingday,Clear/Few clouds,0.4,0.4091,0.76,0.3582,1,13,14,Malam,Low,Low,142.70833333333334
8933,2012-01-13,Spring,2012,Jan,1,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.38,0.3939,0.76,0.2985,0,12,12,Malam,Low,Low,133.625
8932,2012-01-13,Spring,2012,Jan,0,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.4,0.4091,0.71,0.2836,4,38,42,Malam,Low,Low,114.20833333333333
8941,2012-01-13,Spring,2012,Jan,9,Not holiday,Friday,Workingday,Clear/Few clouds,0.22,0.197,0.47,0.3881,10,204,214,Pagi,Low,Low,113.95833333333333
8970,2012-01-14,Spring,2012,Jan,14,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.24,0.2121,0.41,0.2985,52,179,231,Siang,Low,Low,119.875
8971,2012-01-14,Spring,2012,Jan,15,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.24,0.2121,0.38,0.2985,49,177,226,Siang,Low,Low,128.625
8972,2012-01-14,Spring,2012,Jan,16,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.24,0.2273,0.38,0.2239,28,178,206,Siang,Low,Low,137.125
8973,2012-01-14,Spring,2012,Jan,17,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.24,0.2273,0.41,0.2537,15,129,144,Siang,Low,Low,143.0
8974,2012-01-14,Spring,2012,Jan,18,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.22,0.2273,0.41,0.194,21,122,143,Sore,Low,Low,148.875
8977,2012-01-14,Spring,2012,Jan,21,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.18,0.1667,0.43,0.2537,3,66,69,Sore,Low,Low,146.79166666666666
8969,2012-01-14,Spring,2012,Jan,13,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.22,0.2121,0.44,0.2836,38,182,220,Siang,Low,Low,155.83333333333334
8976,2012-01-14,Spring,2012,Jan,20,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.2,0.197,0.44,0.2537,8,95,103,Sore,Low,Low,146.29166666666666
8978,2012-01-14,Spring,2012,Jan,22,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.16,0.1364,0.47,0.3582,4,62,66,Sore,Low,Low,136.5
8979,2012-01-14,Spring,2012,Jan,23,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.16,0.1515,0.47,0.2239,5,71,76,Sore,Low,Low,131.08333333333334
8975,2012-01-14,Spring,2012,Jan,19,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.2,0.197,0.47,0.2239,12,90,102,Sore,Low,Low,125.625
8968,2012-01-14,Spring,2012,Jan,12,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.22,0.2121,0.41,0.2537,30,189,219,Siang,Low,Low,130.5
8959,2012-01-14,Spring,2012,Jan,3,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.14,0.1667,0.54,0.1045,6,14,20,Malam,Low,Low,128.625
8966,2012-01-14,Spring,2012,Jan,10,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.16,0.2273,0.47,0.0,14,135,149,Pagi,,Low,129.16666666666666
8965,2012-01-14,Spring,2012,Jan,9,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.14,0.1667,0.5,0.1045,3,78,81,Pagi,Low,Low,128.25
8964,2012-01-14,Spring,2012,Jan,8,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.12,0.1515,0.54,0.1045,3,89,92,Pagi,Low,Low,129.375
8963,2012-01-14,Spring,2012,Jan,7,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.14,0.1515,0.5,0.1343,0,24,24,Pagi,Low,Low,112.91666666666667
8962,2012-01-14,Spring,2012,Jan,6,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.14,0.1515,0.5,0.0,0,5,5,Pagi,,Low,105.75
8961,2012-01-14,Spring,2012,Jan,5,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.14,0.1515,0.5,0.1343,0,4,4,Malam,Low,Low,102.875
8960,2012-01-14,Spring,2012,Jan,4,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.14,0.1515,0.5,0.1343,0,3,3,Malam,Low,Low,102.70833333333333
8958,2012-01-14,Spring,2012,Jan,2,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.16,0.1667,0.47,0.1642,6,32,38,Malam,Low,Low,103.70833333333333
8957,2012-01-14,Spring,2012,Jan,1,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.16,0.1515,0.47,0.194,6,44,50,Malam,Low,Low,105.29166666666667
8956,2012-01-14,Spring,2012,Jan,0,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.16,0.1818,0.47,0.1045,2,42,44,Malam,Low,Low,105.375
8967,2012-01-14,Spring,2012,Jan,11,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.2,0.197,0.4,0.194,28,150,178,Pagi,Low,Low,103.875
8994,2012-01-15,Spring,2012,Jan,14,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.2,0.1818,0.32,0.3582,25,163,188,Siang,Low,Low,102.08333333333333
8995,2012-01-15,Spring,2012,Jan,15,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.22,0.2273,0.27,0.194,33,173,206,Siang,Low,Low,101.25
8996,2012-01-15,Spring,2012,Jan,16,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.22,0.2121,0.29,0.2985,31,174,205,Siang,Low,Low,101.20833333333333
8997,2012-01-15,Spring,2012,Jan,17,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.22,0.2121,0.25,0.2537,15,131,146,Siang,Low,Low,101.29166666666667
9002,2012-01-15,Spring,2012,Jan,22,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.18,0.2121,0.37,0.0896,2,58,60,Sore,Low,Low,97.83333333333333
8999,2012-01-15,Spring,2012,Jan,19,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.16,0.1667,0.37,0.1642,9,101,110,Sore,Low,Low,99.54166666666667
9000,2012-01-15,Spring,2012,Jan,20,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.16,0.1818,0.37,0.1045,10,85,95,Sore,Low,Low,94.33333333333333
9001,2012-01-15,Spring,2012,Jan,21,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.16,0.1667,0.4,0.1642,1,71,72,Sore,Low,Low,93.04166666666667
8993,2012-01-15,Spring,2012,Jan,13,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.2,0.1818,0.34,0.2836,40,184,224,Siang,Low,Low,99.625
9003,2012-01-15,Spring,2012,Jan,23,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.16,0.197,0.43,0.0896,3,26,29,Sore,Low,Low,97.66666666666667
8998,2012-01-15,Spring,2012,Jan,18,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.18,0.1818,0.29,0.2239,7,113,120,Sore,Low,Low,98.41666666666667
8992,2012-01-15,Spring,2012,Jan,12,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.18,0.1667,0.4,0.2985,42,192,234,Siang,Low,Low,99.04166666666667
8988,2012-01-15,Spring,2012,Jan,8,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.12,0.1212,0.54,0.2239,2,34,36,Pagi,Low,Low,99.70833333333333
8990,2012-01-15,Spring,2012,Jan,10,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.14,0.1212,0.54,0.2836,11,115,126,Pagi,Low,Low,98.75
8989,2012-01-15,Spring,2012,Jan,9,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.12,0.1364,0.54,0.194,10,80,90,Pagi,Low,Low,99.125
8987,2012-01-15,Spring,2012,Jan,7,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.12,0.1212,0.54,0.2836,3,14,17,Pagi,Low,Low,96.0
8986,2012-01-15,Spring,2012,Jan,6,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.14,0.1212,0.5,0.2836,1,7,8,Pagi,Low,Low,95.33333333333333
8985,2012-01-15,Spring,2012,Jan,5,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.16,0.1364,0.47,0.3284,0,5,5,Malam,Low,Low,95.33333333333333
8984,2012-01-15,Spring,2012,Jan,4,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.16,0.1364,0.47,0.3881,1,5,6,Malam,Low,Low,95.41666666666667
8983,2012-01-15,Spring,2012,Jan,3,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.16,0.1364,0.48,0.3881,1,24,25,Malam,Low,Low,96.33333333333333
8982,2012-01-15,Spring,2012,Jan,2,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.16,0.1364,0.47,0.2836,5,38,43,Malam,Low,Low,96.54166666666667
8981,2012-01-15,Spring,2012,Jan,1,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.16,0.1364,0.47,0.2985,2,40,42,Malam,Low,Low,96.20833333333333
8980,2012-01-15,Spring,2012,Jan,0,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.16,0.1364,0.47,0.3284,9,50,59,Malam,Low,Low,96.83333333333333
8991,2012-01-15,Spring,2012,Jan,11,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.16,0.1515,0.47,0.2239,21,144,165,Pagi,Low,Low,96.29166666666667
9020,2012-01-16,Spring,2012,Jan,16,Holiday,Monday,Not Workday,Clear/Few clouds,0.26,0.2273,0.44,0.3582,22,158,180,Siang,Low,Low,95.95833333333333
9018,2012-01-16,Spring,2012,Jan,14,Holiday,Monday,Not Workday,Clear/Few clouds,0.24,0.2121,0.44,0.3881,23,158,181,Siang,Low,Low,94.91666666666667
9019,2012-01-16,Spring,2012,Jan,15,Holiday,Monday,Not Workday,Clear/Few clouds,0.26,0.2121,0.44,0.4478,17,175,192,Siang,Low,Low,94.375
9021,2012-01-16,Spring,2012,Jan,17,Holiday,Monday,Not Workday,Clear/Few clouds,0.26,0.2273,0.48,0.3284,19,174,193,Siang,Low,Low,96.33333333333333
9017,2012-01-16,Spring,2012,Jan,13,Holiday,Monday,Not Workday,Cloudy/Broken clouds,0.24,0.197,0.41,0.4179,26,202,228,Siang,Low,Low,103.33333333333333
9023,2012-01-16,Spring,2012,Jan,19,Holiday,Monday,Not Workday,Clear/Few clouds,0.26,0.2424,0.56,0.2836,10,134,144,Sore,Low,Low,104.75
9024,2012-01-16,Spring,2012,Jan,20,Holiday,Monday,Not Workday,Clear/Few clouds,0.26,0.2424,0.6,0.2836,2,88,90,Sore,Low,Low,104.54166666666667
9025,2012-01-16,Spring,2012,Jan,21,Holiday,Monday,Not Workday,Clear/Few clouds,0.28,0.2576,0.52,0.3284,3,46,49,Sore,Low,Low,103.58333333333333
9027,2012-01-16,Spring,2012,Jan,23,Holiday,Monday,Not Workday,Light Rain/Snow,0.26,0.2273,0.7,0.2985,0,28,28,Sore,Low,Low,95.41666666666667
9022,2012-01-16,Spring,2012,Jan,18,Holiday,Monday,Not Workday,Clear/Few clouds,0.26,0.2273,0.52,0.3284,6,175,181,Sore,Low,Low,101.75
9016,2012-01-16,Spring,2012,Jan,12,Holiday,Monday,Not Workday,Clear/Few clouds,0.2,0.1818,0.55,0.3284,20,165,185,Siang,Low,Low,104.45833333333333
9026,2012-01-16,Spring,2012,Jan,22,Holiday,Monday,Not Workday,Cloudy/Broken clouds,0.3,0.2727,0.49,0.3582,4,39,43,Sore,Low,Low,96.5
9014,2012-01-16,Spring,2012,Jan,10,Holiday,Monday,Not Workday,Cloudy/Broken clouds,0.14,0.1364,0.59,0.194,19,107,126,Pagi,Low,Low,100.25
9015,2012-01-16,Spring,2012,Jan,11,Holiday,Monday,Not Workday,Clear/Few clouds,0.16,0.1515,0.59,0.2537,21,158,179,Pagi,Low,Low,102.45833333333333
9005,2012-01-16,Spring,2012,Jan,1,Holiday,Monday,Not Workday,Clear/Few clouds,0.14,0.1667,0.43,0.1045,2,18,20,Malam,Low,Low,99.54166666666667
9006,2012-01-16,Spring,2012,Jan,2,Holiday,Monday,Not Workday,Clear/Few clouds,0.14,0.2121,0.46,0.0,3,14,17,Malam,,Low,99.54166666666667
9007,2012-01-16,Spring,2012,Jan,3,Holiday,Monday,Not Workday,Clear/Few clouds,0.12,0.197,0.5,0.0,0,3,3,Malam,,Low,99.33333333333333
9008,2012-01-16,Spring,2012,Jan,4,Holiday,Monday,Not Workday,Clear/Few clouds,0.12,0.1515,0.58,0.1045,2,6,8,Malam,Low,Low,99.45833333333333
9004,2012-01-16,Spring,2012,Jan,0,Holiday,Monday,Not Workday,Clear/Few clouds,0.14,0.1515,0.46,0.1343,2,23,25,Malam,Low,Low,100.25
9010,2012-01-16,Spring,2012,Jan,6,Holiday,Monday,Not Workday,Clear/Few clouds,0.1,0.1364,0.54,0.0896,0,13,13,Pagi,Low,Low,99.75
9011,2012-01-16,Spring,2012,Jan,7,Holiday,Monday,Not Workday,Clear/Few clouds,0.1,0.1364,0.54,0.1045,5,28,33,Pagi,Low,Low,99.33333333333333
9012,2012-01-16,Spring,2012,Jan,8,Holiday,Monday,Not Workday,Clear/Few clouds,0.1,0.1212,0.58,0.1642,3,75,78,Pagi,Low,Low,100.83333333333333
9013,2012-01-16,Spring,2012,Jan,9,Holiday,Monday,Not Workday,Clear/Few clouds,0.1,0.1212,0.58,0.1642,7,89,96,Pagi,Low,Low,102.375
9009,2012-01-16,Spring,2012,Jan,5,Holiday,Monday,Not Workday,Clear/Few clouds,0.12,0.1667,0.54,0.0896,1,5,6,Malam,Low,Low,95.75
9039,2012-01-17,Spring,2012,Jan,12,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.32,0.303,0.87,0.2836,3,83,86,Siang,Low,Low,91.83333333333333
9050,2012-01-17,Spring,2012,Jan,23,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.46,0.4545,0.72,0.3881,1,60,61,Sore,Low,Low,86.83333333333333
9049,2012-01-17,Spring,2012,Jan,22,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.46,0.4545,0.72,0.3881,5,85,90,Sore,Low,Low,82.58333333333333
9047,2012-01-17,Spring,2012,Jan,20,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.46,0.4545,0.63,0.3582,11,169,180,Sore,Low,Low,82.04166666666667
9046,2012-01-17,Spring,2012,Jan,19,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.46,0.4545,0.63,0.4179,11,297,308,Sore,Low,Low,85.375
9045,2012-01-17,Spring,2012,Jan,18,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.46,0.4545,0.63,0.4478,12,451,463,Sore,Low,Low,98.66666666666667
9044,2012-01-17,Spring,2012,Jan,17,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.46,0.4545,0.63,0.4478,20,442,462,Siang,Low,Low,114.16666666666667
9040,2012-01-17,Spring,2012,Jan,13,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.38,0.3939,0.76,0.3284,8,95,103,Siang,Low,Low,116.41666666666667
9038,2012-01-17,Spring,2012,Jan,11,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.34,0.3485,0.87,0.1045,2,73,75,Pagi,Low,Low,118.375
9048,2012-01-17,Spring,2012,Jan,21,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.46,0.4545,0.67,0.4627,6,174,180,Sore,Low,Low,118.33333333333333
9036,2012-01-17,Spring,2012,Jan,9,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.32,0.303,0.81,0.2537,7,61,68,Pagi,Low,Low,113.45833333333333
9028,2012-01-17,Spring,2012,Jan,0,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.26,0.2273,0.7,0.3284,0,12,12,Malam,Low,Low,112.16666666666667
9030,2012-01-17,Spring,2012,Jan,2,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.28,0.2727,0.75,0.2537,0,12,12,Malam,Low,Low,107.41666666666667
9031,2012-01-17,Spring,2012,Jan,4,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.32,0.303,0.66,0.3284,0,2,2,Malam,Low,Low,100.04166666666667
9029,2012-01-17,Spring,2012,Jan,1,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.28,0.2576,0.65,0.3582,0,2,2,Malam,Low,Low,99.29166666666667
9033,2012-01-17,Spring,2012,Jan,6,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.3,0.2879,0.75,0.2537,0,57,57,Pagi,Low,Low,100.95833333333333
9034,2012-01-17,Spring,2012,Jan,7,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.3,0.2879,0.81,0.2239,5,121,126,Pagi,Low,Low,106.08333333333333
9035,2012-01-17,Spring,2012,Jan,8,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.3,0.2879,0.81,0.2836,3,90,93,Pagi,Low,Low,109.625
9032,2012-01-17,Spring,2012,Jan,5,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.32,0.303,0.66,0.3284,0,13,13,Malam,Low,Low,109.125
9037,2012-01-17,Spring,2012,Jan,10,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.3,0.2879,0.87,0.2537,1,61,62,Pagi,Low,Low,111.16666666666667
9074,2012-01-18,Spring,2012,Jan,23,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.16,0.1364,0.47,0.2985,2,36,38,Sore,Low,Low,111.375
9068,2012-01-18,Spring,2012,Jan,17,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.26,0.2121,0.33,0.4478,8,338,346,Siang,Low,Low,122.54166666666667
9073,2012-01-18,Spring,2012,Jan,22,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.18,0.1667,0.47,0.2537,4,74,78,Sore,Low,Low,121.79166666666667
9072,2012-01-18,Spring,2012,Jan,21,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.2,0.1667,0.4,0.4179,5,119,124,Sore,Low,Low,126.70833333333333
9071,2012-01-18,Spring,2012,Jan,20,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.22,0.2121,0.37,0.2537,1,164,165,Sore,Low,Low,130.0
9070,2012-01-18,Spring,2012,Jan,19,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.22,0.197,0.37,0.3881,5,251,256,Sore,Low,Low,138.125
9069,2012-01-18,Spring,2012,Jan,18,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.24,0.2121,0.32,0.3582,8,347,355,Sore,Low,Low,149.16666666666666
9065,2012-01-18,Spring,2012,Jan,14,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.3,0.2727,0.33,0.3881,7,98,105,Siang,Low,Low,146.04166666666666
9062,2012-01-18,Spring,2012,Jan,11,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.3,0.2727,0.42,0.3881,4,110,114,Pagi,Low,Low,137.95833333333334
9061,2012-01-18,Spring,2012,Jan,10,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.3,0.2727,0.42,0.4627,5,88,93,Pagi,Low,Low,122.54166666666667
9060,2012-01-18,Spring,2012,Jan,9,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.28,0.2576,0.52,0.3284,6,196,202,Pagi,Low,Low,111.70833333333333
9059,2012-01-18,Spring,2012,Jan,8,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.3,0.2727,0.52,0.4179,15,474,489,Pagi,Low,Low,127.79166666666667
9058,2012-01-18,Spring,2012,Jan,7,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.32,0.2879,0.42,0.3582,1,262,263,Pagi,Low,Low,135.625
9052,2012-01-18,Spring,2012,Jan,1,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.46,0.4545,0.77,0.3284,0,10,10,Malam,Low,Low,128.54166666666666
9051,2012-01-18,Spring,2012,Jan,0,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.46,0.4545,0.77,0.3284,3,14,17,Malam,Low,Low,126.41666666666667
9064,2012-01-18,Spring,2012,Jan,13,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.3,0.2727,0.42,0.4627,6,124,130,Siang,Low,Low,131.33333333333334
