index,date,season,year,month,is_holiday,weekday,is_working_day,weather_situation,temperature,apparent_temperature,humidity,windspeed,casual_rentals,registered_rentals,total_rentals,rental_category,windspeed_category,humidity_category,rolling_mean
328,2011-11-24,,2011,Nov,Holiday,Th,Not Workday,Clear/Few clouds,0.373333,0.372471,0.549167,0.167304,560,935,1495,Low,Low,Low,2715.4285714285716
329,2011-11-25,,2011,Nov,Not holiday,Fr,Workingday,Clear/Few clouds,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Normal,Low,Low,2629.714285714286
330,2011-11-26,,2011,Nov,Not holiday,Sa,Not Workday,Clear/Few clouds,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Normal,Low,Low,2544.714285714286
331,2011-11-27,,2011,Nov,Not holiday,Su,Not Workday,Clear/Few clouds,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Normal,Low,Low,2480.5714285714284
332,2011-11-28,,2011,Nov,Not holiday,Mo,Workingday,Clear/Few clouds,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Normal,Low,Low,2638.0
333,2011-11-29,,2011,Nov,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Normal,Low,Low,2824.714285714286
334,2011-11-30,,2011,Nov,Not holiday,We,Workingday,Clear/Few clouds,0.325,0.311221,0.613333,0.271158,188,3425,3613,Normal,Low,Low,2974.285714285714
335,2011-12-01,,2011,Dec,Not holiday,Th,Workingday,Clear/Few clouds,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Normal,Low,Low,3293.1428571428573
336,2011-12-02,,2011,Dec,Not holiday,Fr,Workingday,Clear/Few clouds,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Normal,Low,Low,3457.1428571428573
337,2011-12-03,,2011,Dec,Not holiday,Sa,Not Workday,Clear/Few clouds,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Normal,Low,Low,3535.1428571428573
338,2011-12-04,,2011,Dec,Not holiday,Su,Not Workday,Clear/Few clouds,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Normal,Low,Low,3594.285714285714
339,2011-12-05,,2011,Dec,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Normal,Low,Low,3586.285714285714
340,2011-12-06,,2011,Dec,Not holiday,Tu,Workingday,Light Rain/Snow,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Normal,Low,Low,3540.5714285714284
341,2011-12-07,,2011,Dec,Not holiday,We,Workingday,Light Rain/Snow,0.41,0.400246,0.970417,0.266175,50,655,705,Low,Low,Low,3125.1428571428573
342,2011-12-08,,2011,Dec,Not holiday,Th,Workingday,Clear/Few clouds,0.265833,0.256938,0.58,0.240058,150,3172,3322,Normal,Low,Low,3067.285714285714
343,2011-12-09,,2011,Dec,Not holiday,Fr,Workingday,Clear/Few clouds,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Normal,Low,Low,3021.5714285714284
344,2011-12-10,,2011,Dec,Not holiday,Sa,Not Workday,Clear/Few clouds,0.275,0.266412,0.5075,0.233221,502,2688,3190,Normal,Low,Low,2961.0
345,2011-12-11,,2011,Dec,Not holiday,Su,Not Workday,Clear/Few clouds,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Normal,Low,Low,2855.0
346,2011-12-12,,2011,Dec,Not holiday,Mo,Workingday,Clear/Few clouds,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Normal,Low,Low,2783.4285714285716
347,2011-12-13,,2011,Dec,Not holiday,Tu,Workingday,Clear/Few clouds,0.2825,0.301138,0.59,0.14055,155,3368,3523,Normal,Low,Low,2916.1428571428573
348,2011-12-14,,2011,Dec,Not holiday,We,Workingday,Cloudy/Broken clouds,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Normal,Low,Low,3349.714285714286
349,2011-12-15,,2011,Dec,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Normal,Low,Low,3405.0
350,2011-12-16,,2011,Dec,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.375,0.359825,0.500417,0.260575,178,3399,3577,Normal,Low,Low,3398.8571428571427
351,2011-12-17,,2011,Dec,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Normal,Low,Low,3334.4285714285716
352,2011-12-18,,2011,Dec,Not holiday,Su,Not Workday,Clear/Few clouds,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Low,Low,Low,3289.8571428571427
353,2011-12-19,,2011,Dec,Not holiday,Mo,Workingday,Clear/Few clouds,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Normal,Low,Low,3303.1428571428573
354,2011-12-20,,2011,Dec,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Normal,Low,Low,3335.5714285714284
355,2011-12-21,,2011,Dec,Not holiday,We,Workingday,Cloudy/Broken clouds,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Normal,Low,Low,3181.285714285714
356,2011-12-22,,2011,Dec,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Normal,Low,Low,3089.714285714286
357,2011-12-23,,2011,Dec,Not holiday,Fr,Workingday,Clear/Few clouds,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Low,Low,Low,2894.285714285714
358,2011-12-24,,2011,Dec,Not holiday,Sa,Not Workday,Clear/Few clouds,0.3025,0.299242,0.5425,0.190304,155,856,1011,Low,Low,Low,2647.4285714285716
359,2011-12-25,,2011,Dec,Not holiday,Su,Not Workday,Clear/Few clouds,0.274783,0.279961,0.681304,0.155091,303,451,754,Low,Low,Low,2407.8571428571427
360,2011-12-26,,2011,Dec,Holiday,Mo,Not Workday,Clear/Few clouds,0.321739,0.315535,0.506957,0.239465,430,887,1317,Low,Low,Low,2109.8571428571427
361,2011-12-27,,2011,Dec,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.325,0.327633,0.7625,0.18845,103,1059,1162,Low,Low,Low,1740.142857142857
362,2011-12-28,,2011,Dec,Not holiday,We,Workingday,Clear/Few clouds,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Low,Low,Low,1689.0
363,2011-12-29,,2011,Dec,Not holiday,Th,Workingday,Clear/Few clouds,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Low,Low,Low,1596.857142857143
364,2011-12-30,,2011,Dec,Not holiday,Fr,Workingday,Clear/Few clouds,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Normal,Low,Low,1709.7142857142858
365,2011-12-31,,2011,Dec,Not holiday,Sa,Not Workday,Clear/Few clouds,0.41,0.414121,0.615833,0.220154,665,1820,2485,Low,Low,Low,1920.2857142857142
366,2012-01-01,,2012,Jan,Not holiday,Su,Not Workday,Clear/Few clouds,0.37,0.375621,0.6925,0.192167,686,1608,2294,Low,Low,Low,2140.285714285714
367,2012-01-02,,2012,Jan,Holiday,Mo,Not Workday,Clear/Few clouds,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Low,Low,Low,2230.8571428571427
368,2012-01-03,,2012,Jan,Not holiday,Tu,Workingday,Clear/Few clouds,0.15,0.126275,0.44125,0.365671,89,2147,2236,Low,Low,Low,2384.285714285714
369,2012-01-04,,2012,Jan,Not holiday,We,Workingday,Cloudy/Broken clouds,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Low,Low,Low,2393.714285714286
370,2012-01-05,,2012,Jan,Not holiday,Th,Workingday,Clear/Few clouds,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Normal,Low,Low,2515.0
371,2012-01-06,,2012,Jan,Not holiday,Fr,Workingday,Clear/Few clouds,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Normal,Low,Low,2672.0
372,2012-01-07,,2012,Jan,Not holiday,Sa,Not Workday,Clear/Few clouds,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Normal,Low,Low,2962.8571428571427
373,2012-01-08,,2012,Jan,Not holiday,Su,Not Workday,Clear/Few clouds,0.3375,0.340258,0.465,0.191542,599,2826,3425,Normal,Low,Low,3124.4285714285716
374,2012-01-09,,2012,Jan,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Low,Low,Low,3185.1428571428573
375,2012-01-10,,2012,Jan,Not holiday,Tu,Workingday,Clear/Few clouds,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Normal,Low,Low,3379.714285714286
376,2012-01-11,,2012,Jan,Not holiday,We,Workingday,Cloudy/Broken clouds,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Low,Low,Low,3352.4285714285716
377,2012-01-12,,2012,Jan,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Normal,Low,Low,3470.285714285714
378,2012-01-13,,2012,Jan,Not holiday,Fr,Workingday,Clear/Few clouds,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Normal,Low,Low,3344.0
379,2012-01-14,,2012,Jan,Not holiday,Sa,Not Workday,Clear/Few clouds,0.18,0.183087,0.4575,0.187183,333,2160,2493,Low,Low,Low,3054.285714285714
380,2012-01-15,,2012,Jan,Not holiday,Su,Not Workday,Clear/Few clouds,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Low,Low,Low,2895.1428571428573
381,2012-01-16,,2012,Jan,Holiday,Mo,Not Workday,Clear/Few clouds,0.19,0.190663,0.5225,0.231358,217,2081,2298,Low,Low,Low,2884.0
382,2012-01-17,,2012,Jan,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Normal,Low,Low,2789.285714285714
384,2012-01-19,,2012,Jan,Not holiday,Th,Workingday,Clear/Few clouds,0.19,0.190038,0.4975,0.220158,130,3162,3292,Normal,Low,Low,2948.5714285714284
385,2012-01-20,,2012,Jan,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.2175,0.220958,0.45,0.20275,115,3048,3163,Normal,Low,Low,2815.1428571428573
386,2012-01-21,,2012,Jan,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Low,Low,Low,2541.8571428571427
387,2012-01-22,,2012,Jan,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Low,Low,Low,2468.1428571428573
388,2012-01-23,,2012,Jan,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Low,Low,Low,2485.4285714285716
389,2012-01-24,,2012,Jan,Not holiday,Tu,Workingday,Clear/Few clouds,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Normal,Low,Low,2777.0
390,2012-01-25,,2012,Jan,Not holiday,We,Workingday,Clear/Few clouds,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Normal,Low,Low,2967.714285714286
391,2012-01-26,,2012,Jan,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Normal,Low,Low,3079.5714285714284
392,2012-01-27,,2012,Jan,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.425,0.415383,0.74125,0.342667,269,3187,3456,Normal,Low,Low,3121.4285714285716
393,2012-01-28,,2012,Jan,Not holiday,Sa,Not Workday,Clear/Few clouds,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Normal,Low,Low,3510.285714285714
394,2012-01-29,,2012,Jan,Not holiday,Su,Not Workday,Clear/Few clouds,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Normal,Low,Low,3691.1428571428573
395,2012-01-30,,2012,Jan,Not holiday,Mo,Workingday,Clear/Few clouds,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Normal,Low,Low,3861.4285714285716
396,2012-01-31,,2012,Jan,Not holiday,Tu,Workingday,Clear/Few clouds,0.39,0.381317,0.416667,0.261817,324,4185,4509,Normal,Low,Low,3885.714285714286
397,2012-02-01,,2012,Feb,Not holiday,We,Workingday,Clear/Few clouds,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Normal,Low,Low,3929.8571428571427
398,2012-02-02,,2012,Feb,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Normal,Low,Low,3885.0
399,2012-02-03,,2012,Feb,Not holiday,Fr,Workingday,Clear/Few clouds,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Normal,Low,Low,3984.285714285714
400,2012-02-04,,2012,Feb,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Normal,Low,Low,3814.1428571428573
401,2012-02-05,,2012,Feb,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Normal,Low,Low,3771.8571428571427
402,2012-02-06,,2012,Feb,Not holiday,Mo,Workingday,Clear/Few clouds,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Normal,Low,Low,3794.714285714286
403,2012-02-07,,2012,Feb,Not holiday,Tu,Workingday,Clear/Few clouds,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Normal,Low,Low,3775.5714285714284
404,2012-02-08,,2012,Feb,Not holiday,We,Workingday,Cloudy/Broken clouds,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Normal,Low,Low,3521.714285714286
405,2012-02-09,,2012,Feb,Not holiday,Th,Workingday,Clear/Few clouds,0.265,0.261988,0.562083,0.194037,163,3667,3830,Normal,Low,Low,3531.5714285714284
406,2012-02-10,,2012,Feb,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.280833,0.293558,0.54,0.116929,227,3604,3831,Normal,Low,Low,3485.8571428571427
407,2012-02-11,,2012,Feb,Not holiday,Sa,Not Workday,Light Rain/Snow,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Low,Low,Low,3391.1428571428573
409,2012-02-13,,2012,Feb,Not holiday,Mo,Workingday,Clear/Few clouds,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Normal,Low,Low,3459.0
410,2012-02-14,,2012,Feb,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Normal,Low,Low,3478.714285714286
411,2012-02-15,,2012,Feb,Not holiday,We,Workingday,Clear/Few clouds,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Normal,Low,Low,3449.285714285714
412,2012-02-16,,2012,Feb,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Normal,Low,Low,3478.285714285714
413,2012-02-17,,2012,Feb,Not holiday,Fr,Workingday,Clear/Few clouds,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Normal,Low,Low,3524.5714285714284
414,2012-02-18,,2012,Feb,Not holiday,Sa,Not Workday,Clear/Few clouds,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Normal,Low,Low,3594.1428571428573
415,2012-02-19,,2012,Feb,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.28,0.265788,0.515833,0.253112,618,2071,2689,Normal,Low,Low,3668.4285714285716
416,2012-02-20,,2012,Feb,Holiday,Mo,Not Workday,Clear/Few clouds,0.28,0.273391,0.507826,0.229083,502,2627,3129,Normal,Low,Low,3626.5714285714284
417,2012-02-21,,2012,Feb,Not holiday,Tu,Workingday,Clear/Few clouds,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Normal,Low,Low,3605.8571428571427
418,2012-02-22,,2012,Feb,Not holiday,We,Workingday,Clear/Few clouds,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Normal,Low,Low,3692.1428571428573
419,2012-02-23,,2012,Feb,Not holiday,Th,Workingday,Clear/Few clouds,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Normal,Low,Low,3986.0
420,2012-02-24,,2012,Feb,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Normal,Low,Low,3890.714285714286
422,2012-02-26,,2012,Feb,Not holiday,Su,Not Workday,Clear/Few clouds,0.279167,0.268308,0.41,0.205229,515,2874,3389,Normal,Low,Low,3758.0
423,2012-02-27,,2012,Feb,Not holiday,Mo,Workingday,Clear/Few clouds,0.366667,0.357954,0.490833,0.268033,253,4069,4322,Normal,Low,Low,3991.285714285714
424,2012-02-28,,2012,Feb,Not holiday,Tu,Workingday,Clear/Few clouds,0.359167,0.353525,0.395833,0.193417,229,4134,4363,Normal,Low,Low,4167.571428571428
425,2012-02-29,,2012,Feb,Not holiday,We,Workingday,Cloudy/Broken clouds,0.344348,0.34847,0.804783,0.179117,65,1769,1834,Low,Low,Low,3890.0
426,2012-03-01,,2012,Mar,Not holiday,Th,Workingday,Clear/Few clouds,0.485833,0.475371,0.615417,0.226987,325,4665,4990,Normal,Low,Low,3921.0
427,2012-03-02,,2012,Mar,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.353333,0.359842,0.657083,0.144904,246,2948,3194,Normal,Low,Low,3654.1428571428573
428,2012-03-03,,2012,Mar,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.414167,0.413492,0.62125,0.161079,956,3110,4066,Normal,Low,Low,3736.8571428571427
429,2012-03-04,,2012,Mar,Not holiday,Su,Not Workday,Clear/Few clouds,0.325833,0.303021,0.403333,0.334571,710,2713,3423,Normal,Low,Low,3741.714285714286
430,2012-03-05,,2012,Mar,Not holiday,Mo,Workingday,Clear/Few clouds,0.243333,0.241171,0.50625,0.228858,203,3130,3333,Normal,Low,Low,3600.4285714285716
431,2012-03-06,,2012,Mar,Not holiday,Tu,Workingday,Clear/Few clouds,0.258333,0.255042,0.456667,0.200875,221,3735,3956,Normal,Low,Low,3542.285714285714
432,2012-03-07,,2012,Mar,Not holiday,We,Workingday,Clear/Few clouds,0.404167,0.3851,0.513333,0.345779,432,4484,4916,Normal,Low,Low,3982.5714285714284
435,2012-03-10,,2012,Mar,Not holiday,Sa,Not Workday,Clear/Few clouds,0.2875,0.277767,0.350417,0.22575,968,3150,4118,Normal,Low,Low,3858.0
436,2012-03-11,,2012,Mar,Not holiday,Su,Not Workday,Clear/Few clouds,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,Normal,Low,Low,4103.285714285715
437,2012-03-12,,2012,Mar,Not holiday,Mo,Workingday,Clear/Few clouds,0.466667,0.459592,0.489167,0.207713,838,4460,5298,Normal,Low,Low,4279.285714285715
438,2012-03-13,,2012,Mar,Not holiday,Tu,Workingday,Clear/Few clouds,0.565,0.542929,0.6175,0.23695,762,5085,5847,Normal,Low,Low,4625.571428571428
439,2012-03-14,,2012,Mar,Not holiday,We,Workingday,Clear/Few clouds,0.5725,0.548617,0.507083,0.115062,997,5315,6312,High,Low,Low,5051.142857142857
440,2012-03-15,,2012,Mar,Not holiday,Th,Workingday,Clear/Few clouds,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,Normal,Low,Low,5370.571428571428
441,2012-03-16,,2012,Mar,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.435833,0.436229,0.842083,0.113192,548,3830,4378,Normal,Low,Low,5293.714285714285
443,2012-03-18,,2012,Mar,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.4725,0.464,0.81,0.126883,2207,3685,5892,Normal,Low,Low,5547.142857142857
444,2012-03-19,,2012,Mar,Not holiday,Mo,Workingday,Clear/Few clouds,0.545,0.532821,0.72875,0.162317,982,5171,6153,Normal,Low,Low,5724.571428571428
445,2012-03-20,,2012,Mar,Not holiday,Tu,Workingday,Clear/Few clouds,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,Normal,Low,Low,5838.142857142857
446,2012-03-21,,2012,Mar,Not holiday,We,Workingday,Cloudy/Broken clouds,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,Normal,Low,Low,5892.857142857143
447,2012-03-22,,2012,Mar,Not holiday,Th,Workingday,Clear/Few clouds,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,High,Low,Low,5972.714285714285
449,2012-03-24,,2012,Mar,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,Normal,Low,Low,5569.857142857143
450,2012-03-25,,2012,Mar,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,Normal,Low,Low,5658.142857142857
452,2012-03-27,,2012,Mar,Not holiday,Tu,Workingday,Clear/Few clouds,0.323333,0.315654,0.29,0.187192,531,4571,5102,Normal,Low,Low,5545.285714285715
453,2012-03-28,,2012,Mar,Not holiday,We,Workingday,Clear/Few clouds,0.484167,0.47095,0.48125,0.291671,674,5024,5698,Normal,Low,Low,5480.285714285715
454,2012-03-29,,2012,Mar,Not holiday,Th,Workingday,Clear/Few clouds,0.494167,0.482304,0.439167,0.31965,834,5299,6133,Normal,Low,Low,5486.0
455,2012-03-30,,2012,Mar,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.37,0.375621,0.580833,0.138067,796,4663,5459,Normal,Low,Low,5375.857142857143
458,2012-04-02,,2012,Apr,Not holiday,Mo,Workingday,Clear/Few clouds,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,Normal,Low,Low,5242.285714285715
459,2012-04-03,,2012,Apr,Not holiday,Tu,Workingday,Clear/Few clouds,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,High,Low,Low,5728.0
460,2012-04-04,,2012,Apr,Not holiday,We,Workingday,Clear/Few clouds,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,High,Low,Low,5933.714285714285
461,2012-04-05,,2012,Apr,Not holiday,Th,Workingday,Clear/Few clouds,0.435,0.431163,0.374167,0.219529,1192,5265,6457,High,Low,Low,6127.285714285715
462,2012-04-06,,2012,Apr,Not holiday,Fr,Workingday,Clear/Few clouds,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,High,Low,Low,6236.142857142857
464,2012-04-08,,2012,Apr,Not holiday,Su,Not Workday,Clear/Few clouds,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Normal,Low,Low,6098.428571428572
465,2012-04-09,,2012,Apr,Not holiday,Mo,Workingday,Clear/Few clouds,0.489167,0.476638,0.3175,0.358196,905,4680,5585,Normal,Low,Low,6116.428571428572
466,2012-04-10,,2012,Apr,Not holiday,Tu,Workingday,Clear/Few clouds,0.446667,0.436233,0.435,0.249375,819,5099,5918,Normal,Low,Low,6113.857142857143
467,2012-04-11,,2012,Apr,Not holiday,We,Workingday,Clear/Few clouds,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Normal,Low,Low,5841.0
468,2012-04-12,,2012,Apr,Not holiday,Th,Workingday,Clear/Few clouds,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Normal,Low,Low,5694.285714285715
469,2012-04-13,,2012,Apr,Not holiday,Fr,Workingday,Clear/Few clouds,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,High,Low,Low,5685.857142857143
472,2012-04-16,,2012,Apr,Holiday,Mo,Not Workday,Clear/Few clouds,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,High,Low,Low,5673.0
473,2012-04-17,,2012,Apr,Not holiday,Tu,Workingday,Clear/Few clouds,0.608333,0.598487,0.390417,0.273629,989,5702,6691,High,Low,Low,5890.428571428572
474,2012-04-18,,2012,Apr,Not holiday,We,Workingday,Cloudy/Broken clouds,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Normal,Low,Low,5716.428571428572
475,2012-04-19,,2012,Apr,Not holiday,Th,Workingday,Clear/Few clouds,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,High,Low,Low,5808.857142857143
476,2012-04-20,,2012,Apr,Not holiday,Fr,Workingday,Clear/Few clouds,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,High,Low,Low,6155.714285714285
478,2012-04-22,,2012,Apr,Not holiday,Su,Not Workday,Light Rain/Snow,0.396667,0.389504,0.835417,0.344546,120,907,1027,Low,Low,Low,5529.714285714285
479,2012-04-23,,2012,Apr,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Normal,Low,Low,5074.857142857143
480,2012-04-24,,2012,Apr,Not holiday,Tu,Workingday,Clear/Few clouds,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Normal,Low,Low,4969.571428571428
481,2012-04-25,,2012,Apr,Not holiday,We,Workingday,Clear/Few clouds,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Normal,Low,Low,4898.857142857143
482,2012-04-26,,2012,Apr,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Normal,Low,Low,4993.0
483,2012-04-27,,2012,Apr,Not holiday,Fr,Workingday,Clear/Few clouds,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,High,Low,Low,4945.571428571428
484,2012-04-28,,2012,Apr,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Normal,Low,Low,4507.0
485,2012-04-29,,2012,Apr,Not holiday,Su,Not Workday,Clear/Few clouds,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,High,Low,Low,5260.857142857143
486,2012-04-30,,2012,Apr,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.464167,0.457696,0.57,0.171638,665,4907,5572,Normal,Low,Low,5597.714285714285
487,2012-05-01,,2012,May,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.613333,0.577021,0.659583,0.156096,653,5087,5740,Normal,Low,Low,5613.0
488,2012-05-02,,2012,May,Not holiday,We,Workingday,Clear/Few clouds,0.564167,0.537896,0.797083,0.138058,667,5502,6169,Normal,Low,Low,5609.142857142857
489,2012-05-03,,2012,May,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.56,0.537242,0.768333,0.133696,764,5657,6421,High,Low,Low,5808.428571428572
490,2012-05-04,,2012,May,Not holiday,Fr,Workingday,Clear/Few clouds,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,High,Low,Low,5817.428571428572
492,2012-05-06,,2012,May,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.5625,0.546737,0.74,0.149879,2135,4224,6359,High,Low,Low,6123.0
493,2012-05-07,,2012,May,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,High,Low,Low,6118.571428571428
494,2012-05-08,,2012,May,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.581667,0.557471,0.685833,0.296029,738,4990,5728,Normal,Low,Low,6140.857142857143
495,2012-05-09,,2012,May,Not holiday,We,Workingday,Cloudy/Broken clouds,0.575,0.553025,0.744167,0.216412,620,4097,4717,Normal,Low,Low,5994.714285714285
496,2012-05-10,,2012,May,Not holiday,Th,Workingday,Clear/Few clouds,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,High,Low,Low,6052.285714285715
497,2012-05-11,,2012,May,Not holiday,Fr,Workingday,Clear/Few clouds,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,High,Low,Low,6139.285714285715
499,2012-05-13,,2012,May,Not holiday,Su,Not Workday,Clear/Few clouds,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,Normal,Low,Low,6113.857142857143
500,2012-05-14,,2012,May,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Normal,Low,Low,5611.571428571428
501,2012-05-15,,2012,May,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Normal,Low,Low,5446.142857142857
